treeID,stemID,tag,StemTag,sp,quadrat,gx,gy,MeasureID,CensusID,dbh,pom,hom,ExactDate,DFstatus,codes,nostems,status,date
36471,120781,28851,133387,SLOBER,207,26.17,138.38,449644,5,13.2,1.3,1.3,15205,alive,SPROUT;A,2,A,NA
36486,45281,2887,2887,PREMON,1204,234.39,74.62,493365,5,173,1.1,1.12,15181,alive,MAIN;A,1,A,NA
36625,45435,29028,29028,OCOLEU,407,77.52,124.59,449744,5,24.3,1.3,1.3,15211,alive,MAIN;A,1,A,NA
36632,45445,29038,29038,TETBAL,507,85.65,122.47,449750,5,14.4,1.3,1.3,15211,alive,MAIN;A,1,A,NA
36750,45569,2918,2918,DACEXC,1304,258.73,77.71,436055,5,164,1.3,1.3,15181,alive,MAIN;A,1,A,NA
36814,45639,29250,29250,SLOBER,507,96.89,132.41,449837,5,66,1.25,1.27,15212,alive,MAIN;A,1,A,NA
36941,45784,29393,29393,SLOBER,1007,182.06,123.38,449913,5,101,1.3,1.3,15237,alive,MAIN;A,1,A,NA
37000,45853,29459,29459,BYRSPI,507,85.81,126.87,449961,5,68,1.3,1.3,15211,alive,MAIN;A,1,A,NA
37007,45865,2947,2947,MATDOM,1404,268.42,64.28,436078,5,159,1.3,1.3,15182,alive,MAIN;A,1,A,NA
37085,45953,29561,29561,TETBAL,807,141.09,130.81,450002,5,42,1.35,1.34,15215,alive,MAIN;A,1,A,NA
37433,46326,29952,29952,HIRRUG,807,154.08,136.68,450181,5,102,1.2,1.2,15215,alive,MAIN;A,2,A,NA
37471,46375,29999,29999,EUGSTA,1007,181.76,138.68,450210,5,55,1.3,1.3,15238,alive,MAIN;A,1,A,NA
37537,46454,3009,3009,MANBID,1604,304.22,73.32,436128,5,158,1.25,1.23,15183,alive,MAIN;A,1,A,NA
37605,46532,3025,3025,MIRGAR,1604,312.65,67.91,436143,5,363,1.35,1.35,15183,alive,MAIN;A,1,A,NA
37654,46589,30530,30529,HIRRUG,1107,216.54,124.84,450265,5,59,1.4,1.39,15240,alive,SPROUT;A,2,A,NA
37703,46647,30594,30594,BRUPOR,1407,264.52,123.23,450298,5,NA,NA,NA,15240,stem dead,MAIN;A;LS;DP,1,A,NA
37786,46733,30680,30680,PREMON,1507,280.42,128.05,450351,5,147,1.3,1.3,15243,alive,MAIN;A,1,A,NA
37918,46881,30831,30831,TRIPAL,1207,221.36,136.76,450457,5,53.5,1.3,1.3,15239,alive,MAIN;A,1,A,NA
37928,46895,30844,30844,CASSYL,1207,237.49,139.6,450471,5,87,1.3,1.3,15240,alive,MAIN;A,1,A,NA
37968,46944,30892,30892,CORBOR,1507,287.24,137.1,450505,5,48.3,1.4,1.39,15243,alive,MAIN;A,1,A,NA
38005,46985,30933,30933,MYRDEF,1607,304.4,121.95,450525,5,61,1.3,1.3,15243,alive,MAIN;A,1,A,NA
38078,47066,31046,31046,SLOBER,110,2.48,188.53,450562,5,82,1.3,1.32,15244,alive,MAIN;A,1,A,NA
38110,47108,3109,3109,HIRRUG,1503,294.75,53.06,436172,5,41,1.3,1.3,15182,alive,MAIN;A,1,A,NA
38396,47428,31411,31411,SCHMOR,110,17.56,186.44,450676,5,174,1.2,1.22,15245,alive,MAIN;A,1,A,NA
38416,47453,31435,31435,SCHMOR,110,17.86,189.22,450680,5,116,1.25,1.27,15245,alive,MAIN;A,1,A,NA
38799,47865,32151,32151,DACEXC,410,63.6,189.89,450766,5,114,1.4,1.4,15247,alive,MAIN;A,1,A,NA
38940,48026,32359,32359,SLOBER,510,85.94,181.47,450843,5,31.3,1.3,1.3,15250,alive,MAIN;A,1,A,NA
39263,48399,3279,3279,BYRSPI,1203,239.4,53.13,436214,5,49.5,1.3,1.3,15174,alive,MAIN;A;ST,1,A,NA
39388,48529,32952,32952,TRIPAL,610,119.37,193.54,450951,5,62,1.3,1.3,15251,alive,MAIN;A,1,A,NA
39409,155540,32991,170327,OCOLEU,710,131.52,194.77,450964,5,23.6,1.3,1.3,15253,alive,SPROUT;A,3,A,NA
39524,48683,33108,33108,TRIPAL,710,123.99,188.04,450995,5,38.7,1.3,1.3,15253,alive,MAIN;A,1,A,NA
39550,48712,33139,33139,CECSCH,710,135.14,189.02,451004,5,181,1.3,1.3,15254,alive,MAIN;A,1,A,NA
39681,48857,33319,33319,ANDINE,810,145.56,191.23,451051,5,158,1.3,1.3,15254,alive,MAIN;A,1,A,NA
39705,48888,33371,33370,CASSYL,1010,183.5,194.22,451067,5,67,1.5,1.5,15261,alive,SPROUT;A,5,A,NA
39774,48961,33442,33442,SAMSPI,810,142.79,197.39,451097,5,14.8,1.3,1.3,15254,alive,MAIN;A,1,A,NA
40092,49328,351,351,PREMON,1201,234.13,5.11,434323,5,164,1.3,1.3,15155,alive,MAIN;A,1,A,NA
40183,49457,3591,3591,DACEXC,405,73,89.01,436343,5,557,1.3,1.3,15191,alive,MAIN;A,1,A,NA
40232,49514,3637,3637,DACEXC,605,106.91,95.08,436383,5,417,1.3,1.3,15191,alive,MAIN;A,1,A,NA
40240,49522,3645,3645,PREMON,605,112.75,87.49,436388,5,191,1.3,1.29,15191,alive,MAIN;A,1,A,NA
40348,49654,3744,3744,PREMON,905,170.98,97.99,436462,5,162,1.3,1.28,15196,alive,MAIN;A,1,A,NA
40378,49688,37710,95263,CASSYL,218,20.12,343.22,451999,5,34.6,1.3,1.3,15309,alive,SPROUT;A,2,A,NA
40568,49924,3945,3944,CYRRAC,1405,276.85,81.14,436627,5,357,1.7,1.69,15201,alive,SPROUT;A;NP,2,A,NA
40578,49935,3953,3953,MATDOM,1505,283.58,90.74,436635,5,210,1.4,1.38,15201,alive,MAIN;A,1,A,NA
40581,49940,3955,3955,DACEXC,1506,284.75,100.21,436637,5,484,1.2,1.2,15201,alive,MAIN;A,1,A,NA
40638,49999,4006,4006,DRYGLA,1605,311.49,92.42,436682,5,112,1.3,1.3,15202,alive,MAIN;A,1,A,NA
40744,50113,40254,40254,CECSCH,1010,198.58,186.43,452542,5,176,1.3,1.3,15264,alive,MAIN;A,1,A,NA
40963,50374,41088,41088,DACEXC,1508,283.08,152.41,452703,5,184,1.4,1.38,15244,alive,MAIN;A,1,A,NA
40976,50388,4110,4110,GUAGLA,903,161.77,57.13,436712,5,76,1.35,1.37,15169,alive,MAIN;A;R,1,A,NA
41089,50530,41241,41241,CASARB,1508,289.2,149.52,452767,5,157,1.4,1.4,15244,alive,MAIN;A,1,A,NA
41379,50867,41586,41586,GUTCAR,1208,227.66,158,452928,5,119,1.3,1.3,15239,alive,MAIN;A,5,A,NA
41380,50868,41587,41587,GUTCAR,1208,227.49,158.1,452932,5,110,1.25,1.25,15239,alive,MAIN;A;ST,3,A,NA
41740,51291,42010,42011,CASSYL,908,165.14,145.15,453131,5,57.9,1.3,1.3,15238,alive,SPROUT;A,4,A,NA
41752,51305,42025,42025,IXOFER,908,166.85,152.13,453141,5,91,1.35,1.34,15238,alive,MAIN;A,1,A,NA
41874,121663,42172,136006,IXOFER,808,144,154.83,453209,5,22.5,1.3,1.3,15215,alive,SPROUT;A,2,A,NA
41952,51546,42277,42277,EUGSTA,708,133.37,146.74,453250,5,47.5,1.3,1.3,15215,alive,MAIN;A,1,A,NA
42015,51620,42378,42378,EUGSTA,608,106.4,144.77,453279,5,57,1.2,1.2,15212,alive,MAIN;A,1,A,NA
42189,51800,42581,42581,DENARB,508,85.49,157.45,453322,5,89,1.4,1.4,15211,alive,MAIN;A,1,A,NA
42658,52304,43122,43122,SLOBER,108,18.17,147.49,453481,5,45.4,1.3,1.3,15205,alive,MAIN;A,1,A,NA
42675,52323,43145,43145,SAPLAU,108,17.7,157.82,453491,5,109,1.3,1.3,15205,alive,MAIN;A,1,A,NA
42834,52488,4340,4340,INGLAU,903,163,45.71,436796,5,97,1.3,1.3,15169,alive,MAIN;A,1,A,NA
42951,52627,4475,4475,SLOBER,1203,222.47,51.74,436844,5,40.7,1.3,1.3,15174,alive,MAIN;A,1,A,NA
42955,52631,448,448,PREMON,1501,284.86,3.2,434396,5,116,1.3,1.3,15161,alive,MAIN;A,1,A,NA
43020,52712,45059,45059,GUEVAL,1509,294.48,162.08,453984,5,131,1.2,1.2,15278,alive,MAIN;A,1,A,NA
43084,52793,45148,45148,CASSYL,1609,307.97,174.68,454027,5,64,1.3,1.3,15278,alive,MAIN;A,2,A,NA
43236,52998,45335,45335,INGLAU,1409,271.68,161.58,454115,5,37.2,1.4,1.4,15272,alive,MAIN;A,1,A,NA
43256,53019,45358,45358,PREMON,1409,260.14,174.35,454124,5,146,1.3,1.3,15272,alive,MAIN;A,1,A,NA
43349,53141,45471,45471,MANBID,1309,258.95,170.18,454163,5,50,1.3,1.3,15272,alive,MAIN;A,1,A,NA
43392,53194,45523,45523,INGLAU,1209,228.18,169.52,454202,5,33.6,1.3,1.3,15266,alive,MAIN;A,1,A,NA
43470,53276,4568,4568,PREMON,306,53.99,110.98,436904,5,182,1.3,1.3,15190,alive,MAIN;A,1,A,NA
43596,53420,4585,4585,MANBID,406,61.48,112.35,436920,5,233,1.3,1.3,15190,alive,MAIN;A,1,A,NA
43649,53480,45942,45942,EUGSTA,909,161,175.49,454381,5,29.2,1.3,1.3,15261,alive,MAIN;A,1,A,NA
43779,53638,46311,46311,SLOBER,409,73.42,165.56,454467,5,82,1.3,1.3,15250,alive,MAIN;A,1,A,NA
43812,121877,46355,26152,SLOBER,409,65.6,163.43,454477,5,51,1.3,1.3,15247,alive,SPROUT;A,2,A,NA
43923,155695,46485,168821,UREBAC,409,77.96,160.51,454507,5,NA,NA,NA,15250,broken below,SPROUT;LS;B,4,A,NA
44057,53948,46640,46640,CORBOR,709,124.32,161.71,454545,5,58,1.3,1.3,15252,alive,MAIN;A,1,A,NA
44105,54000,46692,46692,TETBAL,609,112.72,172.45,454570,5,73,1.3,1.3,15251,alive,MAIN;A,1,A,NA
44112,54007,4670,4670,DACEXC,706,122.54,101.9,436988,5,513,1.3,1.3,15195,alive,MAIN;A,1,A,NA
44163,54062,46760,46760,DENARB,609,116.02,172.83,454597,5,22.9,1.3,1.3,15251,alive,MAIN;A,2,A,NA
44864,54849,47615,47615,SLOBER,109,0.13,163.83,454798,5,21.2,1.3,1.3,15244,alive,MAIN;A,1,A,NA
45112,55110,48010,48010,SLOBER,309,46.25,160.45,454851,5,66,1.35,1.33,15247,alive,MAIN;A,1,A,NA
45138,55141,48051,48051,GUAGUI,209,36.92,173.34,454857,5,202,1.3,1.3,15247,alive,MAIN;A,1,A,NA
45179,55189,4810,4810,CASSYL,1106,218.83,119.11,437088,5,158,1.35,1.35,15196,alive,MAIN;A,2,A,NA
45269,55287,48214,48214,SLOBER,209,23.89,172.19,454886,5,96,1.3,1.3,15246,alive,MAIN;A,2,A,NA
45342,55361,4831,4831,DACEXC,1206,227.8,100.24,437103,5,406,1.3,1.3,15197,alive,MAIN;A,1,A,NA
45522,55566,4872,4872,LAEPRO,1306,256.08,116.03,437135,5,370,1.3,1.3,15197,alive,MAIN;A,1,A,NA
45528,55572,4878,4878,TETBAL,1306,257.06,112.38,437138,5,258,1.3,1.3,15197,alive,MAIN;A,1,A,NA
45588,55633,494,494,MANBID,1601,316.42,18.5,434425,5,288,1.3,1.3,15162,alive,MAIN;A,1,A,NA
45653,55705,4998,4998,SLOBER,1403,269.52,59.54,437237,5,37.4,1.3,1.3,15180,alive,MAIN;A,1,A,NA
45724,122075,50070,35121,MANBID,1310,258.32,182.89,455223,5,28.2,1.3,1.3,15272,alive,SPROUT;A,2,A,NA
45813,55881,50171,50171,PREMON,1310,256.55,185.8,455261,5,164,1.2,1.2,15272,alive,MAIN;A,1,A,NA
46173,56334,50662,50662,PREMON,1510,288.56,192.49,455439,5,166,1.3,1.3,15274,alive,MAIN;A,1,A,NA
46344,56556,5141,5141,MYRLEP,902,170.98,26.61,437286,5,23.7,1.3,1.3,15149,alive,MAIN;A,1,A,NA
46387,56608,5189,5189,SLOBER,1102,209.92,37.86,437300,5,85,1.3,1.3,15152,alive,MAIN;A,1,A,NA
46468,56701,5272,5272,EUGSTA,902,175.18,25.79,437318,5,28.3,1.3,1.3,15149,alive,MAIN;A,1,A,NA
46489,122352,53000,53000,DENARB,512,97.22,223.65,456125,5,82,1.3,1.3,15252,alive,MAIN;A,4,A,NA
46826,122413,53395,135952,CASSYL,1511,289.36,204.1,456213,5,32.5,1.3,1.3,15278,alive,SPROUT;A,2,A,NA
47450,57745,54067,54067,MYRSPL,1011,198.9,206.05,456326,5,17.2,1.3,1.3,15266,alive,MAIN;A;ST,1,A,NA
47566,57871,5419,5419,SLOBER,1503,294,48.5,437371,5,101,1.3,1.3,15181,alive,MAIN;A,3,A,NA
47698,58017,54351,54351,DENARB,611,100.15,217.01,456404,5,38.1,1.3,1.3,15251,alive,MAIN;A,1,A,NA
48009,58388,54742,54742,SAMSPI,911,169.67,203.47,456502,5,25.5,1.3,1.3,15264,alive,MAIN;A,1,A,NA
48010,58389,54743,54743,SLOBER,911,169.88,204.68,456503,5,103,1.3,1.3,15264,alive,MAIN;A,1,A,NA
48261,58659,55059,55059,MYRSPL,711,129.02,201.95,456624,5,16.8,1.3,1.3,15253,alive,MAIN;A,1,A,NA
48401,58808,55220,55220,CECSCH,211,37.41,200.93,456667,5,259,1.4,1.38,15246,alive,MAIN;A,1,A,NA
48435,58844,5527,5527,OXALAU,107,16.04,126.94,437414,5,180,1.3,1.3,15205,alive,MAIN;A,1,A,NA
48489,58910,55352,55352,CECSCH,711,125.88,209.43,456721,5,217,1.5,1.5,15253,alive,MAIN;A,1,A,NA
48667,59094,5556,5556,SLOBER,207,30.56,139.06,437435,5,165,1.15,1.15,15210,alive,MAIN;A,1,A,NA
48907,59356,55892,55892,PREMON,211,33.97,211.86,456824,5,164,1.3,1.3,15246,alive,MAIN;A,1,A,NA
48914,59363,55902,55902,PREMON,111,18.07,214.5,456827,5,161,1.3,1.3,15246,alive,MAIN;A,1,A,NA
48991,59449,5600,5600,PREMON,307,55.38,124.9,437470,5,148,1.35,1.37,15211,alive,MAIN;A,1,A,NA
49060,59529,5650,5650,PREMON,507,87.84,122.57,437507,5,136,1.3,1.3,15211,alive,MAIN;A,1,A,NA
49085,59560,5675,5675,DACEXC,607,103.25,137.99,437527,5,207,1.25,1.25,15212,alive,MAIN;A,1,A,NA
49169,59647,57113,57113,SLOBER,112,13.95,228.45,457176,5,NA,NA,NA,15245,broken below,MAIN;A;LS;B,1,A,NA
49451,59963,57451,57451,SLOBER,312,58.14,227.5,457292,5,63,1.3,1.3,15250,alive,MAIN;A;ST,1,A,NA
49466,59981,57479,57479,ARTALT,412,62.3,234.75,457303,5,55,1.3,1.3,15251,alive,MAIN;A,1,A,NA
49561,60080,5758,5758,PREMON,807,153.55,138.24,437596,5,158,1.3,1.32,15215,alive,MAIN;A,1,A,NA
49694,60229,57725,57725,CHIDOM,512,94.54,224.64,457371,5,43,1.3,1.3,15252,alive,MAIN;A,1,A,NA
49851,60388,57897,57897,SLOBER,712,133.59,220.82,457428,5,32.7,1.3,1.3,15266,alive,MAIN;A,2,A,NA
49953,60533,58030,58030,CECSCH,812,158.28,224.46,457480,5,132,1.35,1.35,15272,alive,MAIN;A,1,A,NA
50089,60688,58187,58187,TRIPAL,912,165.58,234.04,457511,5,39,1.3,1.3,15273,alive,MAIN;A,1,A,NA
50184,60798,5830,5830,MATDOM,1007,191.04,131.8,437645,5,240,1.3,1.3,15238,alive,MAIN;A,1,A,NA
50295,60935,58456,58456,PREMON,1112,200.98,226.98,457579,5,131,1.3,1.3,15274,alive,MAIN;A,1,A,NA
50298,60938,58459,58459,PREMON,1112,203.69,229.07,457582,5,148,1.3,1.31,15274,alive,MAIN;A,1,A,NA
50743,61405,58923,58923,SCHMOR,1212,231.71,231.04,457659,5,140,1.3,1.3,15275,alive,MAIN;A,1,A,NA
50793,61459,58972,58972,CECSCH,1212,234.89,239.03,457669,5,152,1.25,1.24,15275,alive,MAIN;A,1,A,NA
50814,61484,58993,58995,CASARB,1212,234.26,238.67,457674,5,125,1.3,1.3,15275,alive,SPROUT;A,4,A,NA
50930,61628,59142,59142,CASARB,1312,242.02,235.24,457704,5,107,1.3,1.3,15278,alive,MAIN;A,1,A,NA
50946,61649,59161,59161,EUGDOM,1312,242.83,237.27,457711,5,30,1.3,1.3,15278,alive,MAIN;A,1,A,NA
51070,61788,59291,59291,CECSCH,1312,251.16,225.12,457740,5,125,1.3,1.3,15278,alive,MAIN;A,1,A,NA
51120,61840,5934,5934,PREMON,1307,247.01,139.32,437723,5,140,1.3,1.3,15240,alive,MAIN;A,1,A,NA
51197,61935,59427,59427,CASARB,1312,256.85,234.61,457765,5,52,1.3,1.3,15278,alive,MAIN;A,1,A,NA
51405,62166,59640,59640,CECSCH,1412,272.61,223.34,457805,5,104,1.2,1.22,15279,alive,MAIN;A,2,A,NA
51431,62200,5967,5968,COCSWA,1407,266.3,139.39,437752,5,163,1.35,1.33,15240,alive,SPROUT;A,3,A,NA
51448,62217,59689,59689,CECSCH,1412,270.96,231.75,457815,5,190,1.3,1.3,15279,alive,MAIN;A,1,A,NA
51467,62240,5971,5971,EUGSTA,1407,268.47,134.12,437756,5,142,1.3,1.3,15240,alive,MAIN;A,1,A,NA
51786,62645,6010,6010,DACEXC,1507,288.4,135.22,437788,5,344,1.3,1.3,15243,alive,MAIN;A,1,A,NA
51914,62775,6022,6022,DACEXC,1507,291.71,135.93,437795,5,375,1.3,1.3,15243,alive,MAIN;A,1,A,NA
52069,62956,60408,60408,CASSYL,1612,314.51,229.51,457933,5,70,1.35,1.37,15282,alive,MAIN;A,2,A,NA
52166,63088,6055,6055,DACEXC,1607,307.01,131.94,437824,5,141,1.35,1.35,15243,alive,MAIN;A,1,A,NA
52215,63159,60618,60618,MYRDEF,1613,311.88,251.58,457964,5,38.4,1.3,1.32,15306,alive,MAIN;A,1,A,NA
52224,63177,60633,60633,TABHET,1613,312.56,253.06,457966,5,41.4,1.3,1.3,15306,alive,MAIN;A,1,A,NA
52592,63638,61079,61079,SLOBER,1513,285.19,242.43,458068,5,73,1.3,1.28,15306,alive,MAIN;A,1,A,NA
52622,63678,61118,61118,CASARB,1513,287.24,253.21,458078,5,99,1.3,1.3,15306,alive,MAIN;A,2,A,NA
52798,63915,61355,61355,MYRFAL,1413,271.15,258.16,458129,5,17.2,1.3,1.28,15296,alive,MAIN;A,1,A,NA
53314,64527,61987,61987,MYRDEF,1313,245.42,244.78,458329,5,32.3,1.3,1.3,15295,alive,MAIN;A,1,A,NA
53347,64572,62026,62026,SCHMOR,1313,249.36,249.11,458340,5,100,1.15,1.15,15295,alive,MAIN;A,1,A,NA
53540,64804,6226,6226,HIRRUG,1503,280.84,58.3,437879,5,84,1.3,1.3,15181,alive,MAIN;A,1,A,NA
53612,64885,6234,6234,CORBOR,1102,219.2,33.81,437883,5,65,1.3,1.3,15153,alive,MAIN;A,1,A,NA
53946,65297,62775,62775,EUGSTA,1013,182.07,253.78,458479,5,15.1,1.3,1.3,15292,alive,MAIN;A,1,A,NA
54314,65778,63257,63257,MANBID,913,179.53,259.87,458621,5,69,1.3,1.3,15292,alive,MAIN;A,1,A,NA
54402,65882,63357,63357,DACEXC,913,169.15,244.44,458651,5,174,1.3,1.3,15292,alive,MAIN;A,1,A,NA
55196,66823,64315,64315,HIRRUG,1614,303.66,273.12,458953,5,26.5,1.3,1.3,15301,alive,MAIN;A,1,A,NA
56116,68034,6548,6548,SLOBER,208,38.83,145.75,437975,5,162,1.4,1.4,15210,alive,MAIN;A,1,A,NA
56810,68900,6630,6630,DACEXC,508,86.72,147.91,438050,5,498,1.3,1.3,15211,alive,MAIN;A,1,A,NA
56837,123508,66338,143080,CASARB,1414,277.13,272.28,459257,5,NA,NA,NA,15299,stem dead,SPROUT;LS,2,A,NA
56947,69074,66465,66465,CECSCH,1414,273.48,261.28,459290,5,196,1.5,1.48,15299,alive,MAIN;A,1,A,NA
56961,69088,66478,66478,CASARB,1414,270.78,264.68,459297,5,78,1.3,1.3,15299,alive,MAIN;A,1,A,NA
57120,69294,66667,66667,CASARB,1414,267.22,266.47,459339,5,122,1.3,1.3,15299,alive,MAIN;A,1,A,NA
57215,69412,6677,6677,PREMON,608,119.63,148.97,438083,5,147,1.3,1.3,15212,alive,MAIN;A,1,A,NA
57329,69553,66892,66892,CORBOR,1414,264.56,275.35,459405,5,23.5,1.3,1.3,15299,alive,MAIN;A,1,A,NA
57380,155867,66962,171649,SLOBER,1414,273.93,278.68,459427,5,16.6,1.3,1.3,15299,alive,SPROUT;A,3,A,NA
57593,69869,67194,67194,SCHMOR,1415,270.62,292.03,459483,5,54,1.3,1.3,15308,alive,MAIN;A,1,A,NA
57844,70161,67490,67490,CORBOR,1315,241.46,286.59,459564,5,50,1.3,1.3,15307,alive,MAIN;A,1,A,NA
57974,70308,67628,67628,CORBOR,1314,253.15,267.14,459606,5,NA,NA,NA,15296,broken below,MAIN;A;LS;B,1,A,NA
58157,70563,67888,67888,CECSCH,1114,216.39,261.34,459696,5,228,1.3,1.3,15295,alive,MAIN;A,1,A,NA
58338,70772,6808,6808,PREMON,1008,195.43,159.6,438199,5,150,1.35,1.34,15237,alive,MAIN;A,1,A,NA
58380,70818,68128,68128,CECSCH,1215,236.9,295.21,459761,5,249,1.3,1.3,15306,alive,MAIN;A,1,A,NA
58640,71135,68475,68475,UREBAC,1114,209.75,269.29,459835,5,NA,NA,NA,15293,broken below,MAIN;A;LS;B,1,A,NA
58747,71279,68612,68612,CECSCH,1114,200.82,275.4,459872,5,94,1.3,1.3,15293,alive,MAIN;A,1,A,NA
58854,71398,68727,68727,CECSCH,1115,207.81,291.82,459895,5,220,1.35,1.35,15306,alive,MAIN;A,1,A,NA
58911,71481,68813,68813,PREMON,1115,212.6,294.26,459922,5,144,1.3,1.3,15306,alive,MAIN;A,1,A,NA
59074,71668,69,69,PREMON,201,38.21,18.32,434110,5,168,1.3,1.3,15142,alive,MAIN;A,1,A,NA
59165,71770,69105,69105,SAPLAU,1015,189.72,282.8,459981,5,59,1.3,1.3,15299,alive,MAIN;A,1,A,NA
59284,71891,69231,69231,SCHMOR,1015,189.5,297.35,460003,5,62,1.3,1.3,15299,alive,MAIN;A,1,A,NA
59773,72453,69811,69811,ALCFLO,914,160.26,267.78,460166,5,231,1.3,1.3,15292,alive,MAIN;A,1,A,NA
59946,72660,70019,70019,BYRSPI,814,159.1,268.03,460247,5,18.4,1.3,1.32,15292,alive,MAIN;A,1,A,NA
60037,72769,70125,70125,MANBID,814,150.62,277.51,460273,5,69,1.25,1.25,15292,alive,MAIN;A,1,A,NA
60048,72782,70138,70138,MANBID,814,153,278.89,460279,5,77,1.3,1.3,15292,alive,MAIN;A,1,A,NA
60491,73322,70698,70698,CASSYL,615,100.21,293.5,460457,5,26.7,1.4,1.4,15294,alive,MAIN;A,1,A,NA
60508,73342,70717,70717,MYRSPL,615,104.95,286.73,460466,5,127,1.3,1.3,15294,alive,MAIN;A,1,A,NA
60723,73600,70992,70992,PREMON,714,129.81,265.68,460602,5,121,1.3,1.3,15288,alive,MAIN;A,1,A,NA
60814,73703,71082,71084,CORBOR,615,110.82,290.04,460648,5,43.5,1.3,1.3,15294,alive,SPROUT;A,2,A,NA
60995,124218,71305,136841,OCOLEU,515,85.6,299.43,460739,5,55,1.3,1.3,15292,alive,SPROUT;A,2,A,NA
61010,73939,71321,71321,SCHMOR,515,83.34,290.5,460752,5,152,1.3,1.3,15292,alive,MAIN;A,1,A,NA
61076,74017,71403,71403,CASSYL,414,68.6,270.44,460783,5,NA,NA,NA,15282,broken below,MAIN;A;LS;B,1,A,NA
61187,74143,71541,71541,PREMON,315,56.91,287.51,460877,5,130,1.3,1.3,15288,alive,MAIN;A,1,A,NA
61195,74151,71549,71549,PREMON,315,54.44,286.01,460881,5,138,1.3,1.3,15288,alive,MAIN;A,1,A,NA
61269,74232,71632,71632,MANBID,314,43.92,265.85,460919,5,84,1.3,1.3,15281,alive,MAIN;A,1,A,NA
61499,74515,71896,71896,SLOBER,214,39.7,268.4,461059,5,101,1.1,1.12,15281,alive,MAIN;A,1,A,NA
61781,74906,72286,72286,MANBID,114,4.58,267.9,461158,5,120,1.3,1.3,15279,alive,MAIN;A,1,A,NA
61877,75033,72406,72406,LAEPRO,114,15.48,263.75,461203,5,61,1.3,1.3,15279,alive,MAIN;A,1,A,NA
62123,75398,72761,72761,SCHMOR,116,9.7,315.23,461272,5,155,1.25,1.25,15283,alive,MAIN;A,1,A,NA
62224,75516,7288,7288,CASARB,503,96.64,48.49,438433,5,174,1.3,1.3,15168,alive,MAIN;A,1,A,NA
62660,76077,73434,73434,CASARB,117,13.53,328.5,461465,5,39.8,1.3,1.3,15308,alive,MAIN;A,1,A,NA
62715,76143,73501,73501,IXOFER,117,18.99,331.52,461490,5,73,1.3,1.3,15308,alive,MAIN;A,1,A,NA
62808,76252,73604,73604,PREMON,317,44.79,320.54,461508,5,123,1.3,1.3,15309,alive,MAIN;A,1,A,NA
62917,76388,73734,73734,PREMON,317,54.11,330.39,461539,5,169,1.25,1.26,15309,alive,MAIN;A,1,A,NA
62931,76415,73761,73761,TRIPAL,317,56.24,329.82,461546,5,45.8,1.2,1.21,15309,alive,MAIN;A,1,A,NA
62992,76494,73838,73838,EUGSTA,217,23.79,338.8,461572,5,46,1.2,1.21,15308,alive,MAIN;A,1,A,NA
63081,76613,73961,73961,CASSYL,216,38.89,319.62,461612,5,44,1.4,1.38,15287,alive,MAIN;A,1,A,NA
63154,76717,74059,74059,CASSYL,317,56.76,337,461632,5,27,1.3,1.3,15309,alive,MAIN;A,1,A,NA
63205,76783,74125,74125,TETBAL,416,63.34,310.2,461644,5,20.4,1.35,1.33,15288,alive,MAIN;A,1,A,NA
63337,76947,74285,74285,SAMSPI,416,79.28,304.29,461686,5,31,1.3,1.29,15289,alive,MAIN;A,1,A,NA
63865,77578,74897,74897,CASSYL,517,80.24,332.55,461765,5,NA,NA,NA,15313,broken below,MAIN;A;LS;B,2,A,NA
63941,77685,74995,74995,SCHMOR,517,84,338.08,461793,5,173,1.3,1.28,15313,alive,MAIN;A,1,A,NA
63997,77760,75062,75062,CASARB,517,86.01,339.9,461812,5,156,1.3,1.3,15313,alive,MAIN;A,2,A,NA
64070,124680,75147,142467,CASARB,517,99.85,325.18,461838,5,25.5,1.3,1.3,15313,alive,SPROUT;A,3,A,NA
64260,78077,75359,75359,MYRSPL,617,107.62,336.86,461928,5,68,1.3,1.3,15314,alive,MAIN;A,2,A,NA
64643,78621,75856,75856,CORBOR,616,110.21,309.72,462080,5,59,1.3,1.3,15293,alive,MAIN;A,1,A,NA
64739,78739,75974,75974,INGLAU,616,118.82,300.4,462137,5,51,1.3,1.3,15293,alive,MAIN;A,1,A,NA
64743,78744,7598,7598,CORSUL,309,55.47,177.66,438558,5,170,1.4,1.4,15247,alive,MAIN;A,1,A,NA
65289,79519,7674,7674,PREMON,609,102.23,160.32,438615,5,136,1.3,1.3,15251,alive,MAIN;A,1,A,NA
65385,79639,76856,76856,CECSCH,717,125.64,322.04,462369,5,206,1.15,1.15,15314,alive,MAIN;A,1,A,NA
65561,79854,77064,77064,CASSYL,817,141.03,321.46,462434,5,35,1.3,1.3,15315,alive,MAIN;A,1,A,NA
65689,80095,77285,77285,CASARB,916,171.93,309.59,462489,5,NA,NA,NA,15300,broken below,MAIN;A;LS;B,1,A,NA
65728,80141,7733,7733,BUCTET,709,137.67,162.68,438662,5,530,2.8,2.9,15252,alive,MAIN;A,1,A,NA
65801,80219,77408,77408,CASSYL,817,150.15,322.95,462528,5,69,1.3,1.3,15315,alive,MAIN;A,1,A,NA
66056,125042,77770,146027,CECSCH,1017,198.51,325.33,462608,5,125,1.3,1.3,15357,alive,SPROUT;A,2,A,NA
